set Nodes :=
0
1
2
3
4
5
6
7
;

set Arcs :=
0 1
0 3
0 4
1 0
1 2
1 5
3 0
3 2
3 7
4 0
4 5
4 7
2 1
2 3
2 6
5 1
5 4
5 6
7 3
7 4
7 6
6 2
6 5
6 7
;

param Capacity :=
0 1 65536
0 3 65536
0 4 65536
1 0 65536
1 2 65536
1 5 65536
3 0 65536
3 2 65536
3 7 65536
4 0 65536
4 5 65536
4 7 65536
2 1 65536
2 3 65536
2 6 65536
5 1 65536
5 4 65536
5 6 65536
7 3 65536
7 4 65536
7 6 65536
6 2 65536
6 5 65536
6 7 65536
;

param: Jobs: Source Destination Demand :=
0 0 7 2048
1 0 7 2048
2 0 7 2048
3 0 7 2048
4 0 7 2048
5 0 7 2048
6 0 7 2048
7 0 7 2048
8 0 7 2048
9 0 7 2048
10 0 7 2048
11 0 7 2048
12 0 7 2048
13 0 7 2048
14 0 7 2048
15 0 7 2048
16 0 7 2048
17 0 7 2048
18 0 7 2048
19 0 7 2048
20 0 7 2048
21 0 7 2048
22 0 7 2048
23 0 7 2048
24 0 7 2048
25 0 7 2048
26 0 7 2048
27 0 7 2048
28 0 7 2048
29 0 7 2048
30 0 7 2048
31 0 7 2048
;
