0 3835.4 533973 1760 1.16364e+06
1 63910 64090.1 45153 90713.8
2 119919 68312.8 58241 140657
3 260479 62899.4 117806 139076
4 49839.9 82183.1 27116 151055
5 3839.7 1.06675e+06 4575 895301
6 65984 124151 38229 214288
7 113569 144265 56924 287822
8 46190.5 177352 41891 195555
9 49842.5 164358 39614 206796
10 5154.4 1.58932e+06 4730 1.73192e+06
11 70928.2 230994 65225 251192
12 54363.8 301377 70326 232972
13 48576.2 337284 52083 314575
14 50288.5 325800 40193 407633
15 5161.1 3.17452e+06 7359 2.22639e+06
16 5179 395443 2896 707182
17 9860.7 207693 5174 395825
18 9809.6 208775 9858 207750
19 61654.1 66435.2 42714 95893.6
20 69587 58861.6 35694 114753
21 70838.4 57821.7 39169 104572
22 114788 71366.1 34616 236654
23 112225 72996.3 38651 211948
24 108789 75301.7 39197 208996
25 258098 63479.7 50344 325441
26 251938 65031.7 43501 376635
27 260439 62909.2 49195 333042
28 49654.6 82489.8 36213 113109
29 49693.2 82425.8 39663 103270
30 49714.1 82391.1 56544 72439.2
31 9813.9 417367 9832 416599
32 9811.7 417461 15463 264890
33 5157 794260 3299 1.24159e+06
34 70804.7 115699 44483 184160
35 63243.5 129531 42686 191913
36 70669.8 115919 41302 198344
37 116521 140610 72879 224811
38 112662 145427 60609 270323
39 113304 144602 51810 316232
40 46351.5 176736 44461 184251
41 46477.8 176256 64814 126392
42 46440.4 176398 55963 146382
43 49929.3 164072 46916 174610
44 49883.5 164223 49056 166993
45 49795 164515 77819 105270
46 9866.9 830251 12178 672688
47 5182.8 1.58061e+06 7087 1.15592e+06
48 5187.3 1.57924e+06 6460 1.26811e+06
49 66067.7 247988 51025 321098
50 65795.5 249014 42441 386042
51 69596.1 235415 47528 344723
52 54378.6 301295 73542 222784
53 54968.8 298060 81062 202117
54 54941.4 298209 81353 201394
55 46486 352450 52944 309459
56 50794.2 322556 66684 245696
57 50607.8 323745 75715 216390
58 49909.3 328276 43136 379822
59 49997.1 327699 51770 316477
60 49976.1 327837 74168 220904
61 411 0 2 0
62 409.8 0 2 0
63 411.2 0 2 0
64 81425.5 50303.7 66765 61349.5
65 81024.5 50552.6 65835 62216.1
66 81441.7 50293.6 76573 53491.4
67 51192.8 80011.2 57897 70746.3
68 49577.8 82617.6 56991 71871
69 54564.5 75067.1 67439 60736.4
70 46292.8 88480.3 44524 91995.3
71 46298.5 88469.4 45089 90842.6
72 46468.1 88146.5 41765 98072.5
73 81582.2 100414 76117 107624
74 81607.5 100383 72068 113670
75 81535.2 100472 79587 102931
76 51203.8 159988 63602 128801
77 54517.9 150263 67536 121298
78 51682.9 158505 71292 114908
79 46312.7 176885 53030 154479
80 46513.4 176121 49665 164945
81 46391.7 176583 51581 158818
82 82098.9 199564 97453 168122
83 82076.1 199620 80158 204396
84 81781.4 200339 84142 194718
85 54876.2 298563 76138 215188
86 52097.9 314485 75215 217829
87 54909.2 298384 81593 200802
88 50794.5 322555 68519 239116
89 50723.9 323004 68709 238455
90 50667.3 323364 76414 214411
