0 4334.7 944933 2976 1.37634e+06
1 66335.8 123493 69015 118699
2 136503 120026 128552 127450
3 264719 123784 225294 145446
4 66606.5 122991 45807 178837
5 4340.3 1.88743e+06 9392 872232
6 70572.5 232158 65065 251810
7 140660 232958 82623 396597
8 109586 149508 57299 285939
9 85008.8 192733 57527 284805
10 5660.1 2.89465e+06 3693 4.4365e+06
11 72996.6 448898 122102 268366
12 161899 202398 121748 269146
13 102456 319826 97548 335917
14 84032.6 389944 72306 453185
15 5671.7 5.77746e+06 7216 4.54102e+06
16 10302.1 397589 8701 470750
17 19532.3 209704 13764 297588
18 19530.2 209726 24493 167231
19 71513.7 114551 52469 156130
20 70562.8 116095 50206 163168
21 70720.6 115836 126572 64722.1
22 138371 118406 159581 102669
23 136700 119853 64889 252493
24 135721 120718 68770 238243
25 262265 124942 243397 134628
26 266259 123068 83580 392056
27 270455 121159 110825 295673
28 86503.1 94701.8 49308 166139
29 85984.6 95272.9 50993 160650
30 83346.3 98288.7 74428 110066
31 19566.3 418679 30781 266138
32 19582.2 418339 37354 219307
33 5657.5 1.44799e+06 5411 1.51395e+06
34 71192.4 230137 83346 196578
35 71888.5 227908 71919 227812
36 71986 227600 68570 238938
37 141844 231014 154728 211778
38 142054 230674 83154 394064
39 140264 233616 79146 414020
40 99283 165023 53521 306123
41 109677 149384 112107 146146
42 108764 150638 102742 159467
43 84251.3 194466 47993 341383
44 83850.9 195394 59723 274333
45 85602.8 191396 82961 197490
46 19542.8 838365 31830 514735
47 5631.8 2.90919e+06 8401 1.95024e+06
48 5627.4 2.91147e+06 10548 1.55328e+06
49 72032.1 454908 172585 189866
50 72681.8 450842 67446 485841
51 72784.4 450206 121452 269802
52 166550 196745 163062 200954
53 174303 187994 131717 248776
54 174405 187885 90823 360790
55 110712 295974 60787 539063
56 123676 264950 95110 344527
57 109485 299293 81353 402788
58 85226 384484 54689 599170
59 85503.3 383237 56581 579134
60 87139.9 376039 93668 349831
61 7761.4 4.22192e+06 10836 3.02399e+06
62 8173 4.0093e+06 14973 2.18847e+06
63 5674.3 5.77481e+06 4923 6.6561e+06
64 258018 31749.7 110375 74219.7
65 258149 31733.6 113064 72454.5
66 257405 31825.3 125245 65407.8
67 168538 48606.3 97984 83605.5
68 156030 52502.8 76794 106675
69 174697 46892.7 94054 87098.9
70 99082.4 82678.7 76879 106557
71 110594 74072.9 95654 85642
72 109642 74715.8 65219 125608
73 266633 61447.7 188968 86702.5
74 263896 62085.2 143542 114141
75 266711 61429.8 140105 116941
76 168551 97205 83877 195334
77 174860 93697.6 98192 166857
78 168109 97460.5 107375 152587
79 109792 149228 75182 217924
80 109608 149478 70543 232256
81 109364 149812 91191 179667
82 267394 122546 257116 127444
83 266750 122842 182112 179933
84 264514 123880 153079 214059
85 168732 194201 90276 362976
86 168942 193961 104474 313647
87 174529 187751 84906 385933
88 123380 265585 86075 380691
89 109489 299281 77181 424560
90 109948 298032 88678 369517
