0 3583.4 285762 2170 471889
1 37672.8 54362.8 33916 60384.5
2 59400 68956.2 64986 63029
3 132564 61796.3 82760 98985
4 39229.8 52205.2 26885 76176.3
5 3585.1 571253 4755 430705
6 41321.6 99124.9 42498 96381
7 65465.3 125135 44475 184193
8 48707.8 84093.3 44234 92598.5
9 41613.6 98429.4 38797 105575
10 4900.2 835884 4747 862861
11 42777.7 191502 42678 191949
12 60498.7 135408 44659 183434
13 47844.5 171221 53201 153982
14 41091.1 199362 43021 190419
15 4903.4 1.67068e+06 7204 1.13715e+06
16 18864.3 54282.4 22539 45432.4
17 4880.1 209832 2986 342934
18 4881.6 209767 4229 242138
19 42010.7 48749.5 34078 60097.4
20 40549.8 50505.8 29176 70194.7
21 39669.7 51626.3 33788 60613.2
22 60554 67642.1 34554 118539
23 63310 64697.5 34231 119658
24 65388.6 62640.9 37570 109023
25 136830 59869.8 43352 188965
26 132092 62017.4 43834 186887
27 132145 61992.6 38832 210960
28 41146 49774 33140 61798.4
29 41566.4 49270.6 33695 60780.5
30 41299.4 49589.1 47897 42758.4
31 6919.4 295979 4819 424984
32 7403 276645 6211 329738
33 4906.1 417440 3382 605559
34 42613.6 96119.5 32946 124325
35 41057.9 99761.6 37038 110589
36 42115.3 97256.8 40848 100274
37 62877.2 130286 47809 171348
38 65122.6 125794 39277 208570
39 66297.9 123563 51472 159154
40 46514.8 88058 39806 102899
41 49015.4 83565.6 47379 86451.8
42 46825 87474.6 55887 73290.8
43 41584.6 98498 32294 126835
44 41246.4 99305.6 36172 113237
45 41330.1 99104.5 56161 72933.2
46 6276.1 652635 7599 539018
47 4884.1 838640 6605 620136
48 4883.7 838708 6924 591566
49 41254.2 198574 35162 232979
50 42250.4 193892 40042 204585
51 43138 189902 50220 163122
52 70431.6 116311 59967 136608
53 73383.7 111632 74474 109998
54 73451.8 111529 64237 127528
55 48443.3 169105 50503 162208
56 50630.6 161799 61075 134130
57 49604.9 165145 65426 125210
58 40929.7 200148 42528 192626
59 42291.9 193701 44552 183875
60 41454.4 197615 80022 102372
61 7126.8 1.14946e+06 11326 723292
62 7325 1.11836e+06 9448 867062
63 4910.5 1.66826e+06 8792 931756
64 81269.7 25200 51210 39992.2
65 81747.5 25052.8 52988 38650.3
66 80461.5 25453.2 48921 41863.4
67 55581.8 36846.6 39245 52185
68 55719.5 36755.5 38266 53520.1
69 52029 39362.7 45584 44928
70 47999.4 42667.2 39930 51289.8
71 46061.4 44462.4 46206 44323.2
72 46180.4 44347.8 40594 50450.8
73 81254.1 50409.8 62197 65855.3
74 80470.8 50900.4 58683 69798.8
75 81049 50537.3 60492 67711.4
76 62890.8 65128.8 43221 94768.8
77 67163.5 60985.5 52979 77313.7
78 71320.5 57430.9 47566 86111.9
79 50047.6 81842.1 55495 73808.5
80 46483.9 88116.5 43127 94975.3
81 46892.7 87348.4 49314 83059.6
82 128079 63960.3 66378 123414
83 128172 63914.2 66396 123381
84 121021 67691 89251 91786.1
85 69739.5 117466 50367 162646
86 69714.5 117508 60792 134755
87 73419.7 111578 57580 142272
88 50944.4 160803 58883 139123
89 49537.7 165369 63067 129894
90 49600.4 165160 77157 106173
